Customer ID,Frequency,Monetary,Total_Products_Purchased,Unique_Products_Purchased,Avg_Transaction_Value,Customer_Tenure_Days,Revenue_Per_Product,Avg_Days_Between_Purchases,Purchase_Regularity,Top_Product_Concentration,Category_Diversity,Quarterly_Spending_Trend,Price_Sensitivity,Spending_Trend,Cancellation_Rate,Is_UK,Churn
12346.0,4,169.36000000000058,24,25,42.340000000000146,466,6.774400000000023,12.84,0.27259493552060693,0.07692307692307693,25,-13.524999999999999,1.895137096725357,-13.524999999999999,0.25,1,1
12347.0,5,2817.48,1822,101,563.496,223,27.895841584158415,1.553191489361702,0.14973729690536247,0.028169014084507043,101,-152.27499999999998,2.149804511953685,-53.355999999999995,0.0,0,0
12348.0,4,1388.3999999999999,2488,24,347.09999999999997,257,57.849999999999994,4.395348837209302,0.24560184148360453,0.06818181818181818,27,-14.783999999999992,0.4078780234697602,-14.783999999999992,0.0,0,0
12349.0,3,2196.99,986,91,732.3299999999999,555,24.14274725274725,3.144230769230769,0.13269914033459437,0.02857142857142857,96,588.385,4.684174895384399,588.385,0.3333333333333333,0,1
12350.0,1,294.4,196,16,294.4,129,18.4,0.0,0.0,0.0625,16,0.0,0.5787558495024766,0.0,0.0,0,1
12351.0,1,300.93,261,21,300.93,194,14.33,0.0,0.0,0.047619047619047616,21,0.0,2.7357533131618776,0.0,0.0,0,1
12352.0,7,864.98,374,36,123.56857142857143,212,24.02722222222222,2.263157894736842,0.19015918125929315,0.08620689655172414,36,177.37999999999994,2.7281199359183215,-59.559999999999995,0.14285714285714285,0,0
12353.0,2,406.76,212,23,203.38,228,17.68521739130435,8.869565217391305,0.20372504641163713,0.08333333333333333,23,-228.76,2.536731321425556,-228.76,0.0,0,0
12354.0,1,1079.4,530,58,1079.4,51,18.610344827586207,0.0,0.0,0.017241379310344827,58,0.0,4.342805636745455,0.0,0.0,0,0
12355.0,2,947.61,543,35,473.805,387,27.074571428571428,10.382352941176471,0.16871175754383208,0.02857142857142857,35,-28.81000000000006,2.8821161984751074,-28.81000000000006,0.0,0,0
12356.0,5,5553.38,3371,103,1110.676,244,53.91631067961165,1.3014705882352942,0.1343345264206314,0.029197080291970802,103,-1321.42,3.057496676602718,-132.91800000000003,0.0,0,0
12357.0,1,11229.99,3878,164,11229.99,208,68.4755487804878,0.0,0.0,0.006097560975609756,164,0.0,2.8565376475790587,0.0,0.0,0,1
12358.0,3,2519.01,826,51,839.6700000000001,551,49.392352941176476,6.339285714285714,0.18511728094891147,0.03508771929824561,51,-304.37499999999994,2.9684676920250443,-304.37499999999994,0.0,0,1
12359.0,12,5929.29,1875,230,494.1075,553,25.779521739130434,2.0377358490566038,0.154203805732501,0.018796992481203006,233,192.87685714285712,17.566189167983303,50.07033333333333,0.25,0,0
12360.0,4,2234.41,1717,107,558.6025,475,20.882336448598128,3.546875,0.14241458748034472,0.023255813953488372,109,260.549,2.277806743568583,260.549,0.0,0,0
12361.0,4,451.25,231,17,112.8125,501,26.544117647058822,16.375,0.3511063757735146,0.16,18,25.795000000000005,0.5446711546122733,25.795000000000005,0.0,0,1
12362.0,3,879.4399999999999,496,51,293.14666666666665,115,17.24392156862745,1.2545454545454546,0.13352185257277696,0.05357142857142857,51,21.04000000000002,1.334384811317682,21.04000000000002,0.3333333333333333,0,0
12363.0,1,299.1,282,16,299.1,61,18.69375,0.0,0.0,0.0625,16,0.0,2.836833622192179,0.0,0.0,0,0
12365.0,1,320.69,173,21,320.69,110,15.27095238095238,0.0,0.0,0.047619047619047616,21,0.0,2.567957313100193,0.0,0.0,0,1
12366.0,1,500.24,296,3,500.24,453,166.74666666666667,0.0,0.0,0.3333333333333333,3,0.0,0.0,0.0,0.0,0,1
12368.0,1,917.6999999999999,330,18,917.6999999999999,447,50.98333333333333,0.0,0.0,0.05555555555555555,18,0.0,4.1127581270680995,0.0,0.0,0,1
12369.0,3,1511.15,1234,89,503.7166666666667,461,16.97921348314607,2.550561797752809,0.11783155992757433,0.022222222222222223,89,-82.48500000000001,1.8432990460810739,-82.48500000000001,0.0,0,1
12370.0,6,3217.28,2215,149,536.2133333333334,488,21.59248322147651,2.3392857142857144,0.10370550063475252,0.01775147928994083,151,201.88499999999996,1.904417666836898,321.89,0.0,0,1
12371.0,3,1819.42,836,90,606.4733333333334,464,20.215777777777777,2.35,0.09591836734693877,0.019801980198019802,92,844.06,1.7498131498551324,844.06,0.0,0,1
12372.0,2,842.9200000000001,588,31,421.46000000000004,116,27.190967741935488,2.3055555555555554,0.15543071161048688,0.05405405405405406,31,116.47999999999996,1.8849542574164904,116.47999999999996,0.0,0,0
12373.0,3,927.6500000000001,511,35,309.2166666666667,493,26.504285714285718,7.680851063829787,0.16372208432724503,0.0625,37,-278.45000000000005,1.964480694016391,-16.650000000000006,0.0,0,1
12374.0,2,2046.29,1015,46,1023.145,407,44.48456521739131,3.4583333333333335,0.13855482057755317,0.04081632653061224,47,-730.79,1.4337696792711436,-730.79,0.0,0,1
12376.0,2,383.15,237,10,191.575,237,38.315,2.8,0.2841376854744198,0.18181818181818182,10,0.0,1.4061068108918198,-321.95000000000005,0.0,0,1
12377.0,4,3266.32,2101,128,816.58,408,25.518125,1.832214765100671,0.09941722560357805,0.013333333333333334,128,-332.18,2.0046958251142306,-149.88,0.0,0,1
12378.0,1,1407.7,787,82,1407.7,381,17.167073170731708,0.0,0.0,0.012195121951219513,82,0.0,6.994059867250117,0.0,0.0,0,1
12379.0,2,692.98,403,36,346.49,354,19.249444444444446,2.9473684210526314,0.15375863638767673,0.05128205128205128,37,48.01999999999998,1.723413663596307,48.01999999999998,0.0,0,1
12380.0,6,5309.99,2482,123,884.9983333333333,482,43.170650406504066,2.323529411764706,0.12243161503335157,0.01951219512195122,142,-413.995,2.8174440204244933,-413.995,0.16666666666666666,0,0
12383.0,6,1617.31,1515,83,269.5516666666667,171,19.48566265060241,1.7553191489361701,0.18376869346826216,0.031578947368421054,83,-179.555,2.9842832314267924,-142.529,0.16666666666666666,0,0
12385.0,1,1668.4,594,64,1668.4,198,26.06875,0.0,0.0,0.015625,64,0.0,2.946107260618905,0.0,0.0,0,1
